"","Age","Gender","Weight..kg.","Height..m.","Max_BPM","Avg_BPM","Resting_BPM","Session_Duration..hours.","Calories_Burned","Workout_Type","Fat_Percentage","Water_Intake..liters.","Workout_Frequency..days.week.","Experience_Level","BMI","Daily.meals.frequency","Physical.exercise","Carbs","Proteins","Fats","Calories","meal_name","meal_type","diet_type","sugar_g","sodium_mg","cholesterol_mg","serving_size_g","cooking_method","prep_time_min","cook_time_min","rating","Name.of.Exercise","Sets","Reps","Benefit","Burns.Calories..per.30.min.","Target.Muscle.Group","Equipment.Needed","Difficulty.Level","Body.Part","Type.of.Muscle","Workout","BMI_calc","cal_from_macros","pct_carbs","protein_per_kg","pct_HRR","pct_maxHR","cal_balance","lean_mass_kg","expected_burn","Burns.Calories..per.30.min._bc","Burns_Calories_Bin"
"14515",45.01,"Male","51.1","1.87",176.79,158.08,57.26,1.44,1035.07,"Yoga",17.5485905744784,3.41,3.98,1,14.61,2.99,-0.01,209.26,83.89,55.57,1313,"Other","Breakfast","Vegan",1.57,836.37,160.16,228.68,"Boiled",54.25,51.48,2.22,"Bear Crawls",4.01,24.99,"Full body workout",354.25,"Triceps, Chest","Resistance Band or Cable Machine","Beginner","Arms","Upper","Hammer curl",14.612942892276,1672.73,0.500403531950763,1.64168297455969,0.843470258512507,0.894168222184513,277.93,42.1326702164415,1020.24,95453607550512545792,"High"
"14516",28.28,"Female","87.01","1.78",163.99,134.11,67.86,1.29,1393.2,"Strength",28.7642080686681,3.7,3.98,2,27.46,3.01,-0.02,217.3,86.73,58.15,2407,"Other","Lunch","Balanced",16.62,1108,183.67,150.62,"Boiled",31.18,109.11,4.6,"Prone Cobras",5,17.04,"Builds unilateral leg strength",343.13,"Biceps, Forearms","Parallel Bars or Chair","Intermediate","Legs","Middle","Wrist curl",27.4618103774776,1739.47,0.499692435052056,0.996781979082864,0.689170914386768,0.817793767912678,1013.8,61.9822625594519,885.2754,73561825281620156416,"Medium"
"14517",30.05,"Male","90.03","1.66",164.75,152.14,70.74,1.32,950.4,"Yoga",33.1303526348435,2.09,3.99,2,32.67,1.99,0,250.72,100.79,66.89,2467,"Other","Lunch","Paleo",14.61,2145.73,139.17,300.93,"Grilled",54.81,42.7,2.81,"Incline Push-ups",4,20.97,"Improves coordination and cardiovascular health",356.04,"Core","Resistance Band","Intermediate","Chest","Wrist Extensors","Chest flyes",32.6716504572507,2008.05,0.499429795074824,1.11951571698323,0.865865333475162,0.923459787556904,1516.6,60.2027435228504,939.9456,99465632042944413606,"High"
"14518",43.01,"Female","54.46","1.73",167.33,165.15,61.77,1.68,1313.42,"Yoga",19.8124733459561,2.72,5.04,3,18.2,3,1.03,302.95,120.51,80.36,1537,"Other","Dinner","Balanced",16.15,75.5,233.4,417.59,"Fried",34,42.4,3.25,"Face Pulls",4.99,25.06,"Builds upper body strength",327.94,"Glutes, Hamstrings, Core","Pull-up Bar","Intermediate","Legs","Triceps","Concentration curls",18.19639814227,2417.08,0.501348734837076,2.21281674623577,0.979348237968928,0.986971852028925,223.58,43.6701270157923,1101.8784,50821517403963285504,"Low"
"14519",47.38,"Female","86.12","1.99",181.9,153.01,69.81,1.97,1536.6,"Yoga",26.5917486718201,3.49,3.99,3,21.75,3,4,402.28,160,107.26,2465,"Other","Lunch","Low-Carb",48.04,897.17,49.42,461.88,"Steamed",5.89,57.08,2.45,"Lateral Raises",3.98,16,"Improves coordination and cardiovascular health",367.77,"Chest, Triceps","Bench or Step","Intermediate","Abs","Wrist Extensors","Incline dumbbell press",21.7469255826873,3214.46,0.500587968119062,1.8578727357176,0.742260683379427,0.841176470588235,928.4,63.2191860438285,1449.0138,1.2962050150683e+20,"Very High"
"14520",18.2,"Male","64.12","1.59",184.79,124.57,50.01,1.87,1457.48,"Yoga",27.4602287107029,2.7,4.01,2,25.36,2,-0.06,215.73,86.61,57.31,1726,"Other","Dinner","Vegetarian",44.44,2429.44,27.2,237.83,"Raw",49.39,94.69,4.77,"Jumping Jacks",5.02,24.98,"Improves shoulder mobility and posture",352.68,"Core, Lower Back","Bench or Chair","Advanced","Shoulders","Posterior","Leg extensions",25.3629207705391,1725.15,0.500199982610208,1.35074859638178,0.553197803828461,0.674116564749175,268.52,46.5125013506973,1319.0232,92052365143615799296,"High"
"14521",32.64,"Female","74.53","1.76",191.61,145.1,65.98,1.14,1509.82,"HIIT",24.0991556725615,1.5,4.02,2,24.06,3.98,-0.01,179.52,71.12,48.27,2200,"Other","Dinner","Vegan",39.91,803.46,8.57,155.43,"Boiled",34.64,71.38,1.31,"Flutter Kicks",4,24.07,"Targets obliques and improves core rotation",370.71,"Lower Back, Glutes","Bench or Chair","Advanced","Chest","Grip Strength","Bicycle crunches",24.0605630165289,1436.99,0.499711201887278,0.954246612102509,0.629785879168988,0.757267366003862,690.18,56.5688992772399,845.2188,1.38332440407216e+20,"Very High"
"14522",45.3,"Female","79.53","1.95",189.18,134.94,69.01,1.47,1945.25,"HIIT",22.4521769647177,2.8,3,2,20.92,4,2.95,376.13,150.9,100.11,2216,"Other","Breakfast","Paleo",35.93,644,136.93,218.97,"Grilled",56.62,43.15,3.1,"Frog Jumps",4.99,22.91,"Strengthens lower abs and hip flexors",349.8,"Lower Chest, Triceps","None or Dumbbells","Intermediate","Legs","Middle","Bird dog",20.9151873767258,3009.11,0.499988368653854,1.89739720860053,0.54863942747774,0.713288931176657,270.75,61.67378365996,1028.412,86088861645378125824,"High"
"14523",42.59,"Female","78.66","1.93",181.28,146.93,50.13,1.23,1081.42,"Cardio",24.7017539200969,3.29,1.99,1,21.12,4.01,0.98,320.34,127.98,86.12,2135,"Other","Lunch","Low-Carb",47.79,1588.5,205.19,142.45,"Raw",24.2,114.41,4.38,"Bulgarian Split Squats",4.99,16.9,"Improves back strength and posture",360.24,"Obliques, Core","Barbell","Intermediate","Legs","Lower Chest","Dumbbell flyes",21.1173454320921,2568.36,0.498902023080876,1.62700228832952,0.738086160884483,0.81051412180053,1053.58,59.2296003664518,886.1904,1.09465753935657e+20,"High"
"14524",52.02,"Female","105.58","1.99",187.03,129.92,66.88,0.93,819.14,"Cardio",26.5884304990569,1.99,2,1,26.66,2.98,1.01,290.61,116.05,77.43,2952,"Other","Breakfast","Paleo",47.5,1344.15,239.79,434.19,"Raw",26.68,61.76,3.97,"Windshield Wipers",5,22.96,"Improves lower back strength",373.21,"Chest, Triceps","Dumbbells or Barbell","Intermediate","Shoulders","Lateral","Dumbbell front raises",26.6609429054822,2323.51,0.500294812589574,1.09916650880849,0.524677486475239,0.694647917446399,2132.86,77.5079350790957,694.1706,1.46140707699495e+20,"Very High"
"14525",55.65,"Female","39.72","1.8",195.65,165.42,72.16,1.23,1327.29,"Strength",16.3381415620975,2.1,4.03,1,12.26,3.98,-0.02,222.13,89.19,58.72,1258,"Other","Snack","Low-Carb",44.7,225.27,300.14,120.8,"Grilled",43.9,46.33,1.59,"Bicep Curls",5.01,24.93,"Strengthens triceps and chest",349.45,"Chest, Triceps","Resistance Band","Advanced","Legs","Upper","Dumbbell front raises",12.2592592592593,1773.76,0.500924589572434,2.24546827794562,0.755202850433233,0.845489394326604,-69.29,33.2304901715349,859.647,85387776350710710272,"High"
"14526",26.68,"Female","76.79","1.7",195.79,149.83,56,0.96,951.26,"Strength",30.79051892995,2.09,3,1,26.57,3,3.97,423.12,167.77,112.54,2012,"Other","Dinner","Paleo",36.57,1244.83,154.01,111.29,"Baked",24.9,96.52,1.01,"Glute Bridges",5,17.89,"Improves coordination and cardiovascular health",352,"Chest, Triceps, Shoulders","Bench or Step","Advanced","Chest","Wrist Extensors","Skull crushers",26.5709342560554,3376.42,0.501264653094106,2.18478968615705,0.671221117390371,0.765258695541141,1060.74,53.1459605136914,675.84,90612554059580063744,"High"
"14527",22.08,"Male","78.7","1.7",176.95,137.95,65.93,1.36,1796.7,"HIIT",28.9472201662023,2.08,4.04,2,27.23,2.01,0.04,192.72,77.08,51.54,2360,"Other","Breakfast","Paleo",40.78,1493,2.96,187.04,"Roasted",44.82,90.56,1.39,"Renegade Rows",4.01,24.09,"Full body workout",334.24,"Full Core","Bench or Chair","Intermediate","Forearms","Lats","Overhead triceps extensions",27.2318339100346,1543.06,0.499578759089083,0.979415501905972,0.648711943793911,0.779598756710935,563.3,55.9185377291988,909.1328,59366313176141611018,"Low"
"14528",42.04,"Female","63.8","1.98",171.59,128.44,68.96,1.37,904.2,"Yoga",21.0318024673962,3.01,1.99,1,16.27,2,1.96,216.94,87.2,57.52,1754,"Other","Breakfast","Low-Carb",39.55,1210.03,108.45,430.79,"Steamed",44.67,54.62,3.49,"Plyo Squats",4,17.06,"Targets lower chest",349.7,"Core, Lower Back","Box or Platform","Advanced","Chest","Upper","Wrist curl",16.2738496071829,1734.24,0.500369037734108,1.36677115987461,0.579557634220014,0.748528469025001,849.8,50.3817100258012,958.178,85888037764047781898,"High"
"14529",24.79,"Male","81.34","1.95",188.36,135.98,74.02,1.94,1514.36,"Yoga",21.3343900350441,3.48,3.96,3,21.39,2.99,-0.02,243.85,97.41,64.91,2326,"Other","Dinner","Vegetarian",39.61,661.73,298.66,435.72,"Raw",45.84,32.5,4.7,"Wall Angels",5.02,16.02,"Targets lower chest",370,"Chest, Triceps","Step or Box","Beginner","Abs","Posterior","Barbell curls",21.3911900065746,1949.23,0.500402723126568,1.19756577329727,0.541892601014518,0.721915480993842,811.64,63.9866071454952,1435.6,1.3618277992637e+20,"Very High"
"14530",53.14,"Female","115.51","1.92",193.12,161.2,49.82,1.36,978.38,"Yoga",29.9019369755937,2.23,3.98,1,31.33,2,-0.01,263.8,105.47,70.53,3130,"Other","Dinner","Low-Carb",13.68,1734.57,62.61,291.08,"Grilled",42.01,77.44,2.47,"Incline Push-ups",4.02,24.07,"Builds unilateral leg strength and balance",373.09,"Chest, Triceps","Step or Box","Intermediate","Shoulders","Quads","Hanging leg raises",31.3340928819444,2111.85,0.499656699102683,0.913081118517877,0.77725052337753,0.834714167357084,2151.62,80.9702725994918,1014.8048,1.45757257089297e+20,"Very High"
"14531",47.05,"Female","97.9","1.9",199.25,148.38,63.95,0.75,907.5,"HIIT",29.2147777880615,3,3.01,1,27.12,3.01,0.04,236.09,94.61,63.65,2599,"Other","Snack","Low-Carb",32.59,1208.24,242.58,189.06,"Raw",42,91.72,4.31,"Plank",4.99,16.94,"Isolates triceps",345.41,"Biceps, Forearms","Wall","Advanced","Legs","Wrist Flexors","Incline cable crossovers",27.1191135734072,1895.65,0.498172130931343,0.966394279877426,0.624020694752402,0.744692597239649,1691.5,69.2987325454878,518.115,77650688140354912256,"Medium"
"14532",49.81,"Male","95.68","1.61",173.04,133.11,49.87,1.17,1541.83,"HIIT",34.5440942397402,3.6,3.98,1,36.91,2.98,-0.02,220.44,88.24,59.7,2704,"Other","Lunch","Keto",4.81,1291.05,116.86,317.99,"Roasted",53.68,22.64,4.08,"Bear Crawls",4.99,23.99,"Improves balance and leg strength",341.99,"Core, Shoulders, Hips","Bench or Sturdy Surface","Intermediate","Forearms","Triceps","Cable crossovers",36.9121561668145,1772.02,0.497601607205336,0.922240802675585,0.675813915726232,0.769244105409154,1162.17,62.6282106314166,800.2566,71589224439680212992,"Medium"
"14533",36.95,"Female","77.19","1.82",191.95,120.43,50.06,1.5,1440,"Cardio",26.7604421868714,2.78,3.99,2,23.3,2.99,-0.01,191.63,76.44,50.54,2154,"Other","Breakfast","Vegetarian",2.65,2432.63,108.46,335.68,"Roasted",39.05,60.38,2.4,"Pull-ups",4.01,19.08,"Builds unilateral leg strength and balance",344.22,"Core, Shoulders, Legs","Dumbbells or Barbell","Intermediate","Legs","Grip Strength","Triceps pushdowns",23.3033450066417,1527.14,0.501931715494323,0.99028371550719,0.495947565015153,0.627402969523313,714,56.533614675954,1032.66,75492371095269343232,"Medium"
"14534",52.67,"Male","51.66","1.74",179.18,127.03,61.06,1.24,1340.32,"Strength",21.3804141129487,3.7,2.98,2,17.06,4.01,1.03,307.91,123.07,81.72,1371,"Other","Lunch","Balanced",6.16,1785.63,118.67,317.94,"Raw",42.58,35.55,4.19,"Dragon Flags",3.98,24.93,"Improves core rotation strength",358.87,"Core, Lower Back","Bench or Chair","Advanced","Chest","Posterior","Pull-ups",17.0630202140309,2459.4,0.50078881027893,2.38230739450252,0.558499830680664,0.708951891952227,30.6800000000001,40.6148780692507,889.9976,1.06111008525e+20,"High"
"14535",33.82,"Male","64.36","1.78",169.17,143.6,64.05,1.34,964.8,"Yoga",22.4080092001135,1.8,4,2,20.31,2.98,0.01,215.21,85.61,56.65,1924,"Other","Dinner","Keto",13,1487.23,168.49,483.86,"Steamed",8.7,117.35,0.97,"Bird Dogs",4,22.91,"Builds lower body power",363.21,"Upper Back, Rear Deltoids","Resistance Band or Cable Machine","Beginner","Arms","Triceps","Leg extensions",20.3130917813407,1713.13,0.502495432337301,1.33017402113114,0.756754185692542,0.848850268960218,959.2,49.938205278807,973.4028,1.17059903077605e+20,"Very High"
"14536",43.39,"Male","70.82","1.66",169.26,150.7,57.96,0.98,646.8,"Yoga",27.7484252575185,2.6,1.99,1,25.7,3.01,-0.03,267.96,107.65,71.67,1923,"Other","Lunch","Keto",39.64,2085.38,136.76,404.88,"Baked",33.88,11.51,1.59,"Face Pulls",5,16.07,"Improves posture and strengthens upper back",339.61,"Quadriceps, Glutes","Resistance Band or Cable Machine","Intermediate","Legs","Wrist Flexors","Decline dumbbell flyes",25.7003919291624,2147.47,0.499117566252381,1.520050833098,0.833243486073675,0.890346212926858,1276.2,51.1685652326254,665.6356,6.7620049776585e+19,"Medium"
"14537",28.9,"Male","125.54","2.01",186.28,152.24,66.77,1.36,1795.2,"HIIT",32.1864781477314,3.12,3.99,2,31.07,2.01,0,191.42,76.16,51.09,3404,"Other","Snack","Vegetarian",43.35,1039.42,264.44,100.5,"Baked",12.91,116.04,4.91,"Bench Press",4.99,16.92,"Improves back strength and posture",348.33,"Full Body, Core, Shoulders","Parallel Bars or Chair","Intermediate","Chest","Wrist Flexors","Triceps dips",31.0734882799931,1530.13,0.500401926633685,0.606659232117253,0.715170278637771,0.817264333261757,1608.8,85.133095333338,947.4576,83177868512956497920,"Medium"
"14538",21.01,"Male","96.14","1.72",160.64,150.73,61.96,1.26,1106.78,"Cardio",31.9413896355161,2.82,3.01,1,32.5,3.99,0.04,193.61,77.86,51.51,2448,"Other","Dinner","Vegan",6.67,1412.48,176.86,391.17,"Baked",54.14,67.93,1.68,"Wall Angels",3.99,14.94,"Improves posture and strengthens upper back",341.84,"Chest, Triceps","Bench or Step","Advanced","Forearms","Lateral","Seated cable rows",32.4972958355868,1549.47,0.499809612319051,0.80986061992927,0.899574381840292,0.938309262948207,1341.22,65.4315480044148,861.4368,71333160931973939200,"Medium"
"14539",38.66,"Female","42.47","1.75",181.21,131.17,52.07,1.13,1118.7,"Strength",20.3921289872621,2.1,2.02,1,13.87,2.01,0,251.09,100.04,66.79,1078,"Other","Lunch","Vegetarian",15.83,972.56,203.37,426.84,"Baked",56.73,47.25,2.32,"Seated Rows",3.02,19.94,"Strengthens back and improves posture",150.12,"Full Core","Bench or Step","Advanced","Chest","Upper","Seated cable rows",13.8677551020408,2005.63,0.50077033151678,2.35554509065223,0.612513551184761,0.723856299321229,-40.7,33.8094628191098,339.2712,86884106564144064,"Low"
"14540",51.59,"Male","80.55","1.51",189.8,142.11,53.88,0.75,741.82,"Strength",34.0725248321558,2.59,2.97,1,35.33,2.02,0,182.28,71.53,47.54,2172,"Other","Dinner","Balanced",15.6,133.61,286.24,338.38,"Grilled",42.92,107.33,3.57,"Plyo Squats",5,19.06,"Targets biceps and forearms",340.75,"Core","None or Dumbbells","Advanced","Abs","Posterior","Cable crossovers",35.3273979211438,1443.1,0.505245651721987,0.888019863438858,0.649131842260153,0.748735511064278,1430.18,53.1045812476985,511.125,69496458480636485632,"Medium"
"14541",52.23,"Female","104.9","1.62",188.97,141.01,61.22,1.35,1336.5,"Strength",35,3.18,2.99,1,39.97,3.02,0.02,268.67,108.09,71.82,2812,"Other","Breakfast","Paleo",45,1096.18,182.25,453.72,"Steamed",17.28,62.08,2.79,"Plyometric Push-ups",5,22.04,"Strengthens lower abs and hip flexors",347.65,"Upper Back, Rear Deltoids","Dumbbells or Barbell","Advanced","Abs","Lats","Wrist curl",39.9710409998476,2153.42,0.499057313482739,1.030409914204,0.624579256360078,0.746203101021326,1475.5,68.185,938.655,81860778015439437824,"Medium"
"14542",19.15,"Male","48.96","1.68",175.93,146.5,64.05,1.05,1040.44,"Strength",20.5605724789485,2.4,3,1,17.35,4.01,-0.01,183.2,73.57,49.11,1419,"Other","Dinner","Vegan",43,833.81,129.16,441.07,"Steamed",26.01,54.34,2.01,"Wall Angels",4.01,24,"Strengthens core and improves mobility",359.17,"Triceps, Chest","Resistance Band or Cable Machine","Beginner","Chest","Lateral","Dumbbell rows",17.3469387755102,1469.07,0.498818980715691,1.50265522875817,0.736950303897033,0.832717558119707,378.56,38.8935437143068,754.257,1.06837802471454e+20,"High"
"14543",42.25,"Female","79.7","1.93",181.2,146.53,49.82,1.21,1465.43,"HIIT",27.1231380952139,3.29,2.02,1,21.4,4.02,0.97,321.75,129.26,86.45,1995,"Other","Breakfast","Vegetarian",47.98,1583.43,204.23,138.93,"Baked",23.94,115.26,4.39,"Tricep Extensions",4.99,17.01,"Combines lower body and upper body strength",360.61,"Calves","Bench or Sturdy Surface","Advanced","Shoulders","Lower","Seated cable rows",21.3965475583237,2582.09,0.498433439578016,1.62183186951066,0.736108996803166,0.808664459161148,529.57,58.0828589381145,872.6762,1.1038759751128e+20,"Very High"
"14544",51.86,"Male","63.46","1.54",185,165.14,67.04,1.37,1478.37,"Strength",30.6181068848037,1.81,3.02,1,26.76,3,-0.01,180.45,71.82,48.19,1854,"Other","Snack","Vegetarian",44.16,1183.56,17.44,294.79,"Roasted",7.99,16.81,4.85,"Deadlift",5,16.98,"Improves back strength and posture",358.01,"Triceps, Chest","Resistance Band","Beginner","Forearms","Posterior","Seated calf raises",26.7583066284365,1442.79,0.500280706131869,1.13173652694611,0.831637843336724,0.892648648648649,375.63,44.0297493709036,980.9474,1.04051532327722e+20,"High"
"14545",39.98,"Female","57.87","1.7",184.23,155.52,52.91,1.18,1271.21,"Strength",23.0929033519801,2.43,4,1,20.02,2,-0.03,227.81,90.21,59.85,1549,"Other","Snack","Keto",8.01,1493.46,286.42,473.06,"Raw",22.93,92.51,1.68,"Mountain Climbers",4.99,19.92,"Strengthens lower body",350.35,"Full Body, Core, Shoulders","Bench, Barbell","Beginner","Back","Lower","Russian twists",20.0242214532872,1810.73,0.503244547779073,1.55883877656817,0.781373743527262,0.844162188568637,277.79,44.5061368302091,826.826,87200779313766678538,"High"
"14546",42.07,"Male","50.21","1.64",177.04,149.75,61.86,0.62,544.11,"Cardio",19.8452898058723,2.39,3.02,1,18.67,2.99,0,208.7,83.02,55.26,1321,"Other","Lunch","Vegetarian",34.03,2215.24,58.42,106.15,"Baked",45.77,9.43,1.1,"Leg Raises",4,20.89,"Improves lower back strength",366.47,"Quadriceps","Bench, Barbell","Advanced","Back","Lats","Plank",18.6682034503272,1664.22,0.501616372835322,1.65345548695479,0.763066504601493,0.845854044283778,776.89,40.2456799884715,454.4228,1.25924479267031e+20,"Very High"
"14547",36.07,"Female","85.54","1.88",195.19,136.87,60.01,1.97,2050.38,"Cardio",23.1295540923345,3.53,5.01,3,24.2,1.98,-0.02,200.58,79.11,53.82,2473,"Other","Snack","Paleo",32.72,99.54,171.68,259.27,"Grilled",58.99,56.93,3.1,"Bear Crawls",4.01,20.04,"Improves core stability",355.52,"Core, Shoulders, Legs","Kettlebell","Intermediate","Abs","Upper","Preacher curls",24.2021276595745,1603.14,0.500467831879936,0.924830488660276,0.568575233022637,0.70121420154721,422.62,65.7549794294171,1400.7488,98285150808115183626,"High"
"14548",51.52,"Female","47.97","1.86",179.26,129.07,66.99,1,957.6,"Cardio",22.6070247726669,2.83,2.99,1,13.87,1.99,-0.01,256.96,102.32,67.97,1401,"Other","Lunch","Paleo",17.2,1994.27,85.75,104.04,"Baked",39.44,26.93,1.4,"Bear Crawls",4.01,17.03,"Improves core rotation strength",323.32,"Lower Abs, Hip Flexors","Parallel Bars or Chair","Advanced","Arms","Grip Strength","Hammer curls",13.8657648283038,2048.85,0.501666788686336,2.13299979153638,0.552952703304534,0.720015619770166,443.4,37.1254102165517,646.64,45261242989772374016,"Low"
"14549",18.09,"Female","63.25","1.63",162.15,119.29,72.89,0.66,797.87,"HIIT",23.0624190801058,2.18,2.97,1,23.81,3.01,-0.01,213.66,85.46,57.32,1845,"Other","Dinner","Balanced",42.5,2058.96,3.14,395.03,"Roasted",6.45,47.48,2.41,"Bulgarian Split Squats",4,25.04,"Strengthens back and improves posture",358.16,"Lower Back, Glutes","Bench or Sturdy Surface","Beginner","Chest","Triceps","Barbell hip thrusts",23.8059392525123,1712.36,0.499100656404027,1.35114624505929,0.519829710956756,0.735676842429849,1047.13,48.6630199318331,472.7712,1.04408195987063e+20,"High"
"14550",56.13,"Female","50.67","1.7",175.03,146.1,57.88,1.29,1135.2,"Cardio",20.055539533098,2.29,1.97,1,17.53,2.98,-0.03,219.45,88.1,58.9,1270,"Other","Dinner","Low-Carb",34.24,1584.26,16.77,247.13,"Roasted",30.05,57.02,4.13,"Tricep Dips",4.99,19.95,"Builds explosive power",329.52,"Lower Chest, Triceps","Resistance Band","Intermediate","Arms","Middle","Overhead triceps extensions",17.5328719723183,1760.3,0.498665000284042,1.7387014012236,0.753051643192488,0.834714049020168,134.8,40.5078581185792,850.1616,52856083255901642752,"Low"
"14551",24.78,"Male","88.04","1.95",181.83,130.6,68.4,1.4,1690.92,"HIIT",24.1336667189452,3,2,1,23.15,2.99,-0.01,282.45,112.46,74.66,2164,"Other","Snack","Paleo",2.53,2156.37,125.07,373.21,"Baked",50.41,40.05,4.11,"Plyo Squats",2.99,20.06,"Builds lower body power and endurance",220.36,"Lower Back, Glutes","Bench, Barbell","Advanced","Chest","Posterior","Barbell squats",23.1531886916502,2251.58,0.501780971584398,1.27737392094502,0.548355814158512,0.71825331353462,473.08,66.7927198206407,617.008,1981228372393337600,"Low"
"14552",42.04,"Female","71.83","1.69",177.13,147.69,61.11,1.08,778.25,"Yoga",28.8373810946423,2.32,3,2,25.15,3.01,0,218.07,87.05,58.02,1904,"Other","Snack","Paleo",26.31,1500.24,184.75,387.16,"Steamed",20.93,55.26,1.9,"Decline Push-ups",5,22.97,"Advanced core exercise",339.75,"Upper Chest, Triceps","Resistance Band or Cable Machine","Intermediate","Back","Wrist Extensors","Incline dumbbell press",25.1496796330661,1742.66,0.500545143631001,1.2118891827927,0.746250646440269,0.833794388302377,1125.75,51.1161091597184,733.86,67848063607612514304,"Medium"
